,id,income,recency,wines,fruits,meat,fish,sweets,gold,customers_engagement,age,kids,total_amount_spent,marital_status,education
1761,8812,13533.0,45,12,3,8,8,0,17,1,35,1,48,Single,PG
1762,6616,59481.0,47,178,3,85,71,66,58,1,39,1,461,In relationship,PG
1763,2797,72117.0,34,707,20,171,65,60,50,1,37,1,1073,In relationship,PG
1764,4328,21955.0,81,5,1,7,17,14,11,1,28,1,55,In relationship,PG
1765,9167,67131.0,72,465,71,250,93,35,62,1,58,1,976,In relationship,PG
1766,10560,36802.0,23,16,1,2,0,0,1,0,34,1,20,Single,PG
1767,2631,71853.0,29,358,108,413,141,97,32,1,32,0,1149,In relationship,PG
1768,8312,28249.0,80,1,9,7,2,14,10,0,53,0,43,In relationship,UG
1769,5534,47808.0,30,123,1,26,2,0,72,1,39,1,224,In relationship,PG
1770,5093,25509.0,15,40,3,30,10,7,11,2,40,1,101,Single,PG
1771,7592,51012.0,86,102,9,63,2,9,24,1,68,0,209,In relationship,PG
1772,8895,70596.0,68,347,44,534,17,0,26,2,29,0,968,Single,PG
1773,8584,85431.0,54,376,53,462,168,53,53,1,62,0,1165,In relationship,PG
1774,2694,42664.0,44,21,0,3,0,0,0,0,47,1,24,In relationship,PG
1775,8910,42586.0,7,194,2,56,0,0,0,2,59,2,252,In relationship,PG
1776,7433,29760.0,87,64,4,68,7,5,17,2,29,1,165,Single,PG
1777,164,28973.0,59,206,0,46,3,2,12,2,37,0,269,In relationship,PG
1778,10477,39435.0,16,71,0,18,0,0,13,1,41,1,102,In relationship,PG
1779,2681,65370.0,1,71,22,112,138,89,29,1,30,0,461,In relationship,PG
1780,5150,20194.0,64,0,4,7,11,10,15,2,35,1,47,Single,UG
1781,5283,42473.0,72,93,1,21,0,4,25,0,38,2,144,Single,PG
1782,9645,64590.0,98,920,138,168,36,46,30,2,46,0,1338,In relationship,PG
1783,10678,71232.0,91,653,17,170,34,26,17,1,55,1,917,In relationship,PG
1784,7261,34600.0,8,199,33,60,8,3,15,1,43,2,318,In relationship,PG
1785,9648,46904.0,20,153,4,56,0,9,31,2,47,2,253,Single,PG
1786,2870,49094.0,6,376,0,38,11,8,69,2,41,1,502,In relationship,PG
1787,8008,36075.0,54,46,0,30,12,1,30,1,31,1,119,In relationship,PG
1788,1513,60839.0,72,600,21,128,223,150,128,2,35,2,1250,In relationship,PG
1789,6173,77298.0,46,425,115,292,23,35,79,1,35,1,969,In relationship,PG
1790,1419,34026.0,11,18,6,15,12,8,17,1,64,2,76,In relationship,PG
1791,9150,48918.0,21,52,0,9,0,0,1,0,51,2,62,Single,PG
1792,7960,82122.0,89,734,22,350,151,25,100,1,52,0,1382,In relationship,PG
1793,1250,37697.0,82,34,6,21,11,4,8,0,38,1,84,Single,PG
1794,9905,34074.0,69,135,1,41,10,1,67,1,62,2,255,In relationship,PG
1795,10691,28520.0,55,11,0,10,0,2,20,1,54,2,43,In relationship,PG
1796,7002,62535.0,13,163,48,90,0,45,52,1,59,1,398,Single,PG
1797,2952,36273.0,80,29,3,30,3,2,9,0,37,1,76,Single,PG
1798,8439,63404.0,97,734,26,70,11,44,17,0,50,2,902,In relationship,PG
1799,762,75774.0,27,340,21,134,258,14,56,0,33,1,823,In relationship,PG
1800,2831,78416.0,99,453,38,279,188,38,183,0,38,1,1179,In relationship,PG
1801,6977,75702.0,87,1073,0,629,145,37,37,2,40,1,1921,In relationship,PG
1802,6289,59385.0,85,135,0,10,0,4,36,1,63,2,185,In relationship,PG
1803,4168,37070.0,30,231,7,137,4,15,39,1,48,2,433,Single,PG
1804,8397,44689.0,82,18,0,5,0,0,11,0,63,2,34,In relationship,PG
1805,9284,53977.0,21,620,16,165,0,24,82,1,56,1,907,In relationship,PG
1806,6237,7144.0,92,81,4,33,5,2,291,1,48,2,416,Single,PG
1807,3130,18701.0,95,12,4,2,10,6,10,1,50,2,44,Single,PG
1808,1619,90369.0,2,292,51,981,224,23,17,0,58,0,1588,In relationship,PG
1809,1990,63159.0,74,965,34,586,89,86,37,2,40,0,1797,Single,PG
1810,5513,37758.0,49,27,2,10,0,0,1,2,48,2,40,In relationship,PG
1811,269,46757.0,71,777,30,163,0,51,122,2,51,1,1143,Single,PG
1812,8093,79734.0,72,572,8,232,23,62,17,0,45,0,914,In relationship,PG
1813,10513,63207.0,68,438,169,565,91,169,70,1,22,0,1502,In relationship,PG
1814,10177,72071.0,4,531,69,300,150,138,150,1,60,1,1338,Single,PG
1815,2549,21840.0,80,17,0,9,0,0,1,1,31,1,27,In relationship,PG
1816,5782,58582.0,15,402,35,106,101,77,42,1,32,1,763,In relationship,PG
1817,10057,72282.0,70,503,27,419,90,139,153,1,63,0,1331,Single,PG
1818,10307,50387.0,91,369,9,87,12,14,34,1,58,2,525,In relationship,PG
1819,8566,32583.0,10,5,0,3,0,0,1,0,53,2,9,In relationship,PG
1820,2415,62568.0,99,362,17,398,80,35,61,0,52,1,953,In relationship,PG
1821,5684,44635.0,25,56,0,9,0,0,3,1,43,2,68,Single,PG
1822,8334,33316.0,34,79,1,31,4,4,12,1,43,2,131,Single,PG
1823,9166,63967.0,57,387,84,141,73,35,162,1,46,1,882,In relationship,PG
1824,1440,52513.0,84,367,17,241,104,188,232,2,36,0,1149,In relationship,PG
1825,78,25293.0,51,15,0,11,0,2,9,1,45,1,37,In relationship,PG
1826,5441,54111.0,97,267,6,54,8,3,50,1,49,1,388,Single,PG
1827,5302,78394.0,13,298,27,697,216,24,166,1,28,0,1428,In relationship,PG
1828,4687,80739.0,92,674,92,736,39,0,92,1,56,0,1633,In relationship,PG
1829,1087,22669.0,30,16,14,36,37,22,48,1,39,1,173,In relationship,PG
1830,6859,29236.0,30,37,4,24,16,9,9,1,27,1,99,Single,PG
1831,9860,44911.0,11,159,0,22,2,1,31,1,55,1,215,In relationship,PG
1832,7129,54693.0,72,686,17,142,23,26,35,1,52,1,929,In relationship,PG
1833,5866,48186.0,39,97,3,66,12,7,34,0,40,1,219,In relationship,PG
1834,10521,54809.0,0,63,6,57,13,13,22,1,37,2,174,In relationship,PG
1835,7393,41580.0,15,56,5,24,4,0,3,2,36,2,92,In relationship,PG
1836,7849,80336.0,12,209,19,456,160,142,66,1,44,0,1052,In relationship,PG
1837,332,47743.0,56,198,2,43,0,12,20,1,57,1,275,In relationship,PG
1838,9847,62972.0,39,313,15,47,20,0,192,2,59,1,587,In relationship,PG
1839,531,57333.0,55,941,14,397,76,58,176,2,60,1,1662,Single,PG
1840,9576,32313.0,60,86,4,56,2,4,7,1,32,1,159,In relationship,PG
1841,6906,84953.0,73,167,48,602,63,72,72,1,61,0,1024,Single,PG
1842,7419,27071.0,90,8,3,19,0,2,3,0,46,1,35,Single,PG
1843,3170,68148.0,86,389,66,408,37,57,85,1,57,0,1042,In relationship,PG
1844,8527,65735.0,37,239,7,119,4,15,11,1,49,2,395,In relationship,PG
1845,7872,86836.0,7,179,21,273,0,21,63,2,39,0,557,In relationship,PG
1846,9931,4023.0,29,5,0,1,1,1,1,0,51,2,9,In relationship,PG
1847,10595,30093.0,19,2,6,28,13,4,16,1,24,0,69,In relationship,PG
1848,4609,57705.0,14,383,0,53,6,4,40,0,48,1,486,In relationship,PG
1849,5010,25008.0,72,2,8,8,6,1,9,0,26,1,34,Single,PG
1850,4427,83257.0,56,536,27,590,38,107,67,2,19,0,1365,Single,PG
1851,11148,22280.0,85,2,1,4,3,1,2,1,39,1,13,In relationship,PG
1852,1168,72159.0,62,322,53,899,34,40,53,2,36,0,1401,In relationship,PG
1853,9595,64260.0,1,539,169,816,20,0,30,1,53,0,1574,In relationship,PG
1854,10163,82733.0,28,712,50,420,65,38,38,1,30,0,1323,Single,PG
1855,2886,74290.0,70,1121,0,72,0,12,12,1,43,1,1217,Single,PG
1856,6710,58217.0,84,68,1,13,3,5,13,2,63,3,103,Single,PG
1857,5316,21024.0,89,36,4,18,6,2,18,1,38,0,84,In relationship,PG
1858,9029,70116.0,73,707,44,603,95,58,29,1,42,0,1536,In relationship,PG
1859,521,54006.0,42,174,77,203,6,24,97,2,29,1,581,In relationship,PG
1860,1459,69063.0,16,666,35,124,69,8,26,2,48,1,928,In relationship,PG
1861,10241,11448.0,16,0,0,0,6,2,6,1,39,0,14,Single,PG
1862,1630,61825.0,56,162,50,100,55,30,27,1,35,1,424,Single,PG
1863,3254,70886.0,65,407,70,239,103,88,53,1,43,1,960,In relationship,PG
1864,9064,69109.0,10,823,25,459,124,29,95,2,32,0,1555,In relationship,PG
1865,3678,60208.0,13,488,23,71,15,0,59,2,41,2,656,Single,PG
1866,4227,32889.0,78,28,0,13,4,2,8,1,46,2,55,In relationship,PG
1867,9467,34738.0,51,3,2,10,3,0,2,0,30,1,20,Single,PG
1868,8486,30538.0,27,284,0,52,8,3,20,2,43,1,367,In relationship,PG
1869,2186,82326.0,30,938,142,754,159,81,183,0,37,0,2257,In relationship,PG
1870,3286,26642.0,71,13,2,15,2,2,8,0,47,1,42,Single,PG
1871,8602,69932.0,97,412,172,153,150,105,57,1,50,1,1049,Single,PG
1872,3722,44503.0,83,31,1,8,0,0,8,0,42,2,48,Single,PG
1873,6715,60200.0,3,502,19,132,0,6,26,1,66,1,685,Single,PG
1874,4796,49638.0,71,18,10,3,3,5,0,0,62,1,39,Single,PG
1875,9612,23830.0,3,1,8,6,4,8,16,0,27,0,43,Single,PG
1876,3766,33051.0,15,100,71,243,108,94,219,2,55,0,835,Single,PG
1877,1399,72905.0,52,407,114,445,181,165,203,0,56,0,1515,In relationship,PG
1878,1570,69702.0,8,664,9,240,50,19,57,1,63,1,1039,In relationship,PG
1879,3426,70300.0,89,1045,61,338,60,46,46,1,39,1,1596,Single,PG
1880,3074,70643.0,66,1218,107,304,23,143,33,2,30,0,1828,In relationship,PG
1881,8341,30396.0,22,15,0,6,0,1,12,0,45,1,34,In relationship,PG
1882,5180,50616.0,56,128,0,16,0,1,4,0,46,1,149,Single,PG
1883,6461,62772.0,74,581,49,157,43,8,108,1,45,1,946,Single,PG
1884,7679,30298.0,48,6,3,12,6,1,0,0,29,0,28,Single,PG
1885,10702,52413.0,67,185,8,133,56,56,12,2,30,1,450,Single,PG
1886,7505,44155.0,24,22,1,9,0,0,14,0,57,2,46,In relationship,PG
1887,5113,86979.0,67,584,100,835,65,83,35,1,43,0,1702,Single,PG
1888,10858,76532.0,38,355,30,177,90,138,30,1,39,2,820,In relationship,PG
1889,2961,42081.0,86,175,10,110,54,6,27,1,32,1,382,In relationship,PG
1890,2747,67546.0,90,864,134,768,150,38,172,2,26,0,2126,In relationship,PG
1891,3010,88420.0,87,957,153,612,99,95,153,0,25,0,2069,In relationship,PG
1892,5790,31158.0,62,25,6,16,20,0,5,1,29,1,72,In relationship,PG
1893,6892,61671.0,23,641,7,56,0,0,28,0,46,1,732,Single,PG
1894,1743,69719.0,99,273,86,208,177,14,43,0,40,0,801,Single,PG
1895,3578,49160.0,29,122,21,43,25,10,15,1,65,1,236,Single,PG
1896,8462,24882.0,52,1,4,10,29,0,36,2,36,1,80,In relationship,UG
1897,5558,90933.0,90,1020,31,430,62,63,79,0,60,0,1685,Single,PG
1898,4619,113734.0,9,6,2,3,1,262,3,0,69,0,277,Single,PG
1899,8780,59292.0,71,378,14,68,19,14,14,1,64,1,507,In relationship,PG
1900,10789,45759.0,13,42,1,18,3,0,4,1,50,2,68,In relationship,PG
1901,10779,22148.0,16,15,5,14,0,4,11,0,31,0,49,Single,PG
1902,5896,73395.0,94,272,7,80,20,7,11,0,27,0,397,In relationship,PG
1903,2337,29819.0,77,9,1,24,2,1,2,1,43,1,39,Single,PG
1904,10951,45688.0,20,279,0,18,0,0,9,0,46,1,306,In relationship,PG
1905,544,62820.0,51,398,61,265,138,61,53,1,60,0,976,In relationship,PG
1906,17,60491.0,81,637,47,237,12,19,76,1,43,1,1028,In relationship,PG
1907,10680,33235.0,71,45,0,16,2,1,6,0,28,1,70,In relationship,PG
1908,3265,35701.0,36,21,1,9,7,3,5,1,55,0,46,In relationship,PG
1909,5623,31535.0,95,15,4,13,0,0,19,1,34,1,51,In relationship,PG
1910,5832,92556.0,32,493,183,352,184,23,28,0,54,0,1263,In relationship,PG
1911,5544,67384.0,32,957,40,175,158,53,107,2,44,1,1490,Single,PG
1912,6417,80573.0,85,829,138,430,60,92,15,2,43,0,1564,In relationship,PG
1913,5831,77870.0,93,1017,50,500,65,50,133,2,47,1,1815,In relationship,PG
1914,7101,52278.0,24,953,0,71,0,0,174,1,51,1,1198,Single,PG
1915,10176,57107.0,44,159,0,120,0,0,137,2,46,1,416,Single,PG
1916,2326,18929.0,15,32,0,8,23,4,18,1,24,0,85,In relationship,PG
1917,4385,36038.0,82,23,0,15,0,2,7,1,33,1,47,Single,PG
1918,2929,20180.0,27,18,42,24,15,20,18,1,38,0,137,Single,PG
1919,10686,34230.0,72,15,0,4,0,0,2,2,49,2,21,In relationship,PG
1920,2546,31878.0,7,23,4,5,10,5,23,0,37,1,70,Single,PG
1921,3283,70932.0,57,200,193,100,46,185,185,0,42,1,909,In relationship,PG
1922,3138,91249.0,84,1324,27,119,71,108,27,2,58,0,1676,Single,PG
1923,4994,77598.0,53,1193,33,281,129,66,33,1,71,0,1735,Single,PG
1924,7966,80982.0,48,505,137,401,104,22,22,1,55,2,1191,Single,PG
1925,3112,22701.0,2,2,4,9,0,4,5,1,37,1,24,In relationship,PG
1926,10872,55212.0,65,1103,0,45,0,0,34,2,45,1,1182,In relationship,PG
1927,2181,70617.0,45,353,61,753,40,46,27,1,44,0,1280,In relationship,PG
1928,1867,64849.0,42,652,48,350,94,84,108,2,57,0,1336,Single,PG
1929,1518,62694.0,29,379,6,157,25,91,91,1,49,2,749,In relationship,PG
1930,5734,61917.0,83,46,4,36,2,2,1,1,40,2,91,In relationship,PG
1931,2878,67472.0,93,162,31,127,8,17,69,1,67,1,414,In relationship,PG
1932,1458,21059.0,40,8,3,19,3,3,8,0,32,1,44,In relationship,PG
1933,7007,29543.0,47,17,3,18,3,4,18,0,46,2,63,In relationship,PG
1934,6200,75903.0,50,340,108,185,130,38,100,1,63,1,901,In relationship,PG
1935,1403,34984.0,40,8,4,15,3,5,3,2,39,2,38,In relationship,PG
1936,4827,54998.0,3,154,22,202,39,30,8,1,58,1,455,Single,PG
1937,6250,54356.0,62,710,15,30,20,0,0,2,65,1,775,Single,PG
1938,9291,34242.0,25,8,2,4,0,0,1,0,55,1,15,In relationship,PG
1939,2478,25410.0,48,2,2,4,13,13,4,1,41,1,38,In relationship,PG
1940,1139,73356.0,56,1050,14,322,0,14,112,0,30,0,1512,In relationship,PG
1941,5138,28320.0,68,19,1,14,3,2,4,1,64,1,43,In relationship,PG
1942,5393,23763.0,64,22,0,6,6,2,6,2,37,1,42,Single,PG
1943,10413,72570.0,67,274,83,216,151,141,224,0,30,0,1089,In relationship,PG
1944,5015,34529.0,94,68,6,38,3,6,41,2,38,1,162,In relationship,PG
1945,10868,70792.0,82,344,45,654,104,11,114,1,63,0,1272,Single,PG
1946,10676,63211.0,3,145,193,459,205,26,145,2,32,0,1173,In relationship,PG
1947,2495,83891.0,24,217,38,350,111,85,15,0,40,1,816,In relationship,PG
1948,7842,36065.0,54,18,7,34,10,2,3,1,46,2,74,Single,PG
1949,9955,39898.0,20,69,8,26,12,7,12,1,60,1,134,In relationship,PG
1950,6663,51141.0,96,144,0,7,0,0,6,1,74,0,157,Single,PG
1951,2162,56939.0,19,256,34,103,90,29,49,1,38,1,561,In relationship,PG
1952,3434,80872.0,60,483,72,567,94,12,108,0,63,0,1336,Single,PG
1953,7919,72335.0,2,1285,105,653,28,21,0,2,38,0,2092,In relationship,PG
1954,5626,61798.0,13,338,4,89,11,8,13,1,50,0,463,Single,PG
1955,6428,76842.0,37,605,10,345,84,54,32,0,64,0,1130,Single,PG
1956,8514,29478.0,59,8,0,7,3,1,1,0,38,1,20,In relationship,PG
1957,10448,46998.0,55,172,41,86,45,6,27,2,58,1,377,Single,PG
1958,2109,96843.0,60,448,71,951,40,17,17,1,24,0,1544,Single,PG
1959,7530,56551.0,48,67,4,32,17,2,16,0,64,2,138,Single,PG
1960,8925,70053.0,38,512,53,98,81,179,89,1,49,1,1012,In relationship,PG
1961,3009,71670.0,8,1462,16,128,0,0,160,1,52,0,1766,Single,PG
1962,6355,44359.0,19,20,0,14,7,3,1,0,36,2,45,In relationship,PG
1963,3517,40887.0,32,50,4,44,10,10,43,1,62,2,161,Single,PG
1964,1158,48877.0,27,102,1,15,2,0,24,0,48,1,144,Single,PG
1965,6203,74485.0,58,499,149,815,173,49,49,1,67,0,1734,In relationship,PG
1966,7165,64474.0,59,381,35,172,56,86,93,1,42,1,823,In relationship,PG
1967,3595,77226.0,29,631,43,239,128,76,21,0,51,1,1138,In relationship,PG
1968,8537,72643.0,60,526,80,553,123,94,53,1,65,0,1429,Single,PG
1969,4331,85738.0,41,913,26,376,17,26,13,0,36,0,1371,In relationship,PG
1970,6281,55686.0,27,673,0,199,37,47,26,1,48,1,982,Single,PG
1971,4338,39062.0,28,23,0,9,0,0,12,0,31,1,44,Single,PG
1972,2452,34600.0,8,199,33,60,8,3,15,1,43,2,318,In relationship,PG
1973,9507,40794.0,18,261,23,73,4,23,50,1,39,1,434,In relationship,PG
1974,8360,54690.0,76,111,16,37,7,9,18,1,43,2,198,In relationship,PG
1975,10311,4428.0,0,16,4,12,2,4,321,1,45,1,359,In relationship,PG
1976,5117,32632.0,32,63,151,137,153,19,53,2,51,0,576,In relationship,PG
1977,4867,38236.0,2,58,0,18,2,0,10,1,46,2,88,Single,PG
1978,9289,36781.0,16,29,1,17,0,3,13,0,35,1,63,In relationship,PG
1979,10913,31385.0,56,3,2,12,0,1,9,2,30,1,27,Single,PG
1980,3032,24570.0,97,28,34,62,11,14,44,1,30,1,193,In relationship,PG
1981,8524,25509.0,15,40,3,30,10,7,11,2,40,1,101,Single,PG
1982,3334,94642.0,35,879,143,797,106,143,143,0,63,0,2211,In relationship,PG
1983,4470,58646.0,3,62,1,44,6,5,22,1,52,1,140,In relationship,PG
1984,1406,53201.0,49,280,7,81,20,0,27,1,39,2,415,Single,PG
1985,8619,21994.0,4,9,0,6,3,1,3,2,57,1,22,In relationship,PG
1986,10821,57113.0,45,182,4,33,0,2,42,1,36,2,263,In relationship,PG
1987,4552,51373.0,37,83,2,101,64,26,117,1,23,0,393,In relationship,PG
1988,898,23477.0,39,38,15,54,3,8,29,1,28,1,147,In relationship,PG
1989,9797,58116.0,38,228,19,130,4,11,51,0,58,1,443,In relationship,PG
1990,10949,72968.0,8,1092,37,592,145,37,55,1,51,0,1958,Single,PG
1991,8212,39791.0,89,85,15,27,13,13,21,1,43,1,174,In relationship,PG
1992,6248,91712.0,47,1276,24,746,94,29,48,1,67,0,2217,Single,PG
1993,10164,94472.0,75,1017,33,417,108,100,16,0,56,1,1691,Single,PG
1994,4547,13672.0,86,6,2,9,2,1,5,1,54,2,25,In relationship,PG
1995,6815,96547.0,4,448,21,125,52,101,62,0,34,0,809,In relationship,PG
1996,4122,79205.0,73,504,23,117,179,28,44,2,39,0,895,In relationship,PG
1997,10841,56559.0,46,226,22,133,41,31,31,2,39,1,484,In relationship,PG
1998,5370,32644.0,38,239,3,141,0,7,23,1,41,1,413,In relationship,PG
1999,176,67506.0,73,90,38,67,33,36,67,0,34,1,331,Single,PG
2000,4860,24206.0,66,7,2,8,3,2,3,1,44,1,25,Single,PG
2001,10757,28420.0,36,4,2,5,2,0,0,1,47,1,13,Single,PG
2002,4023,22979.0,29,16,17,19,20,21,22,2,44,1,115,In relationship,PG
2003,6679,33279.0,29,10,3,3,0,0,0,0,48,0,16,Single,PG
2004,9923,46423.0,6,68,0,16,0,0,8,1,42,2,92,Single,PG
2005,7181,30368.0,97,35,0,13,2,0,2,1,37,1,52,In relationship,PG
2006,3599,63684.0,61,575,80,428,208,93,80,2,44,1,1464,In relationship,PG
2007,405,41638.0,68,315,0,31,4,0,91,1,50,1,441,Single,PG
2008,6870,68805.0,73,182,2,49,17,13,20,1,55,1,283,Single,PG
2009,832,65814.0,90,561,14,113,10,14,35,0,48,1,747,In relationship,PG
2010,2002,71964.0,81,587,51,932,180,34,86,1,56,0,1870,Single,PG
2011,3657,39146.0,1,94,1,33,13,12,12,1,28,1,165,Single,PG
2012,500,96876.0,79,908,43,735,40,194,21,1,37,0,1941,In relationship,PG
2013,1951,34445.0,92,228,122,122,208,129,30,1,33,0,839,In relationship,UG
2014,3262,68281.0,31,995,112,417,42,48,41,2,56,0,1655,Single,PG
2015,4102,37284.0,46,11,1,2,2,1,6,1,39,2,23,In relationship,PG
2016,7042,36790.0,14,3,3,14,15,21,10,1,31,0,66,In relationship,PG
2017,10598,27943.0,89,12,1,16,4,1,3,1,47,2,37,In relationship,PG
2018,255,22263.0,31,17,0,2,0,0,2,0,63,2,21,Single,PG
2019,2375,30261.0,75,8,0,5,0,3,6,2,42,3,22,In relationship,PG
2020,9829,28587.0,42,22,4,17,12,10,13,0,36,1,78,In relationship,PG
2021,6214,43815.0,53,14,10,29,4,7,15,1,32,1,79,In relationship,PG
2022,4954,48195.0,53,106,27,68,52,7,5,0,58,2,265,In relationship,PG
2023,7861,77027.0,23,820,57,242,45,0,11,0,62,1,1175,In relationship,PG
2024,4837,71322.0,57,753,43,226,69,10,204,1,49,1,1305,In relationship,PG
2025,9423,32765.0,49,13,3,17,7,3,3,0,35,1,46,In relationship,PG
2026,4198,29672.0,6,9,1,3,0,4,8,1,49,2,25,In relationship,PG
2027,153,23272.0,29,19,3,6,4,2,12,1,61,0,46,Single,PG
2028,9323,49912.0,5,520,8,223,32,49,42,2,65,1,874,In relationship,PG
2029,10001,7500.0,98,5,17,17,13,14,34,2,29,1,100,In relationship,PG
2030,3945,68117.0,80,618,44,215,0,17,36,1,67,1,930,Single,PG
2031,3799,67225.0,4,315,35,322,46,7,143,1,59,1,868,In relationship,PG
2032,8625,17649.0,70,15,1,23,0,5,1,1,38,1,45,In relationship,PG
2033,3491,55914.0,32,384,60,364,119,101,232,1,39,1,1260,In relationship,PG
2034,983,40059.0,82,110,29,92,28,10,145,1,30,1,414,In relationship,PG
2035,9119,60905.0,27,208,17,76,36,17,38,1,64,1,392,In relationship,PG
2036,4786,75330.0,94,555,82,257,93,61,61,2,37,2,1109,In relationship,PG
2037,5872,60689.0,23,240,90,216,63,6,24,1,63,1,639,Single,PG
2038,6568,38680.0,97,11,0,36,15,5,12,1,30,1,79,In relationship,PG
2039,5628,61416.0,25,848,154,323,201,61,78,1,32,0,1665,In relationship,PG
2040,5631,49767.0,92,202,47,197,55,42,149,1,23,0,692,Single,PG
2041,4974,83273.0,98,433,89,650,16,102,102,2,44,3,1392,Single,PG
2042,8416,29009.0,19,6,6,15,10,5,2,1,33,1,44,In relationship,PG
2043,5454,45057.0,80,37,0,7,3,0,3,1,35,1,50,In relationship,PG
2044,4095,37150.0,80,167,37,64,49,34,116,2,43,1,467,In relationship,PG
2045,5474,43020.0,79,45,7,99,4,25,43,1,44,1,223,Single,PG
2046,4268,53154.0,50,129,0,21,0,1,7,0,55,1,158,In relationship,PG
2047,10701,65308.0,60,713,0,264,120,80,34,1,41,0,1211,In relationship,PG
2048,3507,76467.0,44,676,161,426,210,44,58,2,44,1,1575,Single,PG
2049,2079,81044.0,0,450,26,535,73,98,26,1,67,0,1208,In relationship,PG
2050,626,32871.0,28,22,2,12,0,2,5,1,63,2,43,In relationship,PG
2051,4426,55801.0,35,367,4,51,6,4,95,1,39,2,527,Single,PG
2052,2591,76320.0,49,526,35,214,69,53,35,0,55,1,932,Single,PG
2053,10509,36927.0,46,51,0,16,0,0,4,0,59,2,71,Single,PG
2054,6382,48794.0,97,25,0,11,3,0,15,0,61,2,54,In relationship,PG
2055,6673,23478.0,51,28,6,27,12,17,39,1,49,0,129,Single,PG
2056,7441,71128.0,80,958,159,447,20,0,31,2,41,1,1615,Single,PG
2057,1071,70179.0,10,532,88,168,69,44,133,1,38,1,1034,Single,PG
2058,10061,59462.0,29,724,17,143,0,8,196,1,64,1,1088,In relationship,PG
2060,8775,38361.0,74,39,0,56,20,8,14,1,45,1,137,In relationship,PG
2062,2345,70038.0,54,587,54,348,71,54,130,1,32,0,1244,In relationship,PG
2063,322,42554.0,93,29,1,11,0,0,0,1,36,2,41,In relationship,PG
2064,10897,67445.0,63,757,80,217,29,80,11,2,40,1,1174,In relationship,PG
2065,123,67046.0,92,544,35,133,23,151,107,1,63,1,993,Single,PG
2066,6103,42192.0,40,40,15,15,17,6,7,1,66,0,100,In relationship,PG
2067,7899,77610.0,70,1245,33,332,21,33,16,2,62,1,1680,In relationship,PG
2068,10500,31761.0,96,19,1,20,16,14,28,0,30,1,98,In relationship,PG
2069,1655,34350.0,81,16,3,15,2,1,11,1,35,1,48,In relationship,PG
2070,2406,54591.0,63,376,4,94,12,9,24,1,65,1,519,In relationship,PG
2071,2712,71866.0,85,184,178,178,103,39,33,1,58,1,715,In relationship,PG
2072,5517,25293.0,51,15,0,11,0,2,9,1,45,1,37,In relationship,PG
2073,10643,42000.0,23,124,83,267,85,59,35,1,27,0,653,Single,PG
2074,2254,69520.0,95,627,120,414,121,80,93,1,31,0,1455,In relationship,PG
2075,10281,64713.0,11,180,60,241,13,54,54,0,44,1,602,Single,PG
2076,6958,27889.0,42,14,0,4,0,0,8,1,37,1,26,In relationship,PG
2077,954,22123.0,77,3,3,24,34,7,31,0,54,0,102,Single,UG
2080,4643,27803.0,40,8,26,46,38,9,49,2,41,1,176,In relationship,PG
2082,6497,51651.0,32,293,6,23,13,6,92,2,54,1,433,In relationship,PG
2083,5396,68487.0,48,758,12,385,33,89,89,1,26,0,1366,In relationship,PG
2085,1052,56796.0,24,656,38,161,62,47,37,1,45,1,1001,In relationship,PG
2086,2802,87000.0,61,196,25,607,67,17,49,2,22,0,961,In relationship,PG
2087,6343,79823.0,6,835,73,380,114,73,43,0,55,1,1518,In relationship,PG
2088,6507,30828.0,16,16,11,15,2,0,12,1,34,1,56,Single,PG
2089,7901,34109.0,39,9,1,5,2,1,4,1,43,1,22,In relationship,PG
2090,4865,53367.0,2,229,7,140,10,3,11,1,40,2,400,Single,PG
2091,2686,22390.0,49,0,1,4,15,1,5,1,45,0,26,In relationship,UG
2092,3107,71322.0,31,121,24,124,24,15,42,0,38,1,350,In relationship,PG
2093,7734,79244.0,58,471,102,125,212,61,245,2,21,0,1216,Single,PG
2094,1146,49912.0,5,520,8,223,32,49,42,2,65,1,874,In relationship,PG
2095,11031,48699.0,90,26,1,10,2,0,1,1,64,2,40,In relationship,PG
2096,7428,80144.0,47,240,132,445,250,192,108,1,39,0,1367,In relationship,PG
2097,975,54252.0,25,178,4,26,8,4,44,1,58,2,264,Single,PG
2098,1103,81929.0,60,1486,55,278,49,0,185,2,38,1,2053,In relationship,PG
2099,3422,76068.0,67,1115,12,128,33,12,76,2,39,1,1376,In relationship,PG
2100,1055,53204.0,40,29,0,8,2,0,6,0,38,2,45,In relationship,PG
2101,6544,67911.0,63,529,0,356,63,28,0,0,65,1,976,In relationship,PG
2102,1241,14796.0,1,13,3,8,7,4,16,2,30,1,51,In relationship,PG
2103,2909,78128.0,89,934,24,230,16,24,36,0,40,1,1264,In relationship,PG
2104,5802,14188.0,40,2,7,11,16,12,27,1,42,0,75,In relationship,UG
2105,1407,20425.0,5,4,12,5,3,16,17,2,28,1,57,In relationship,UG
2106,6183,58646.0,3,62,1,44,6,5,22,1,52,1,140,In relationship,PG
2107,340,72967.0,1,158,35,179,0,0,125,2,44,1,497,Single,PG
2108,5991,48150.0,24,173,2,39,3,2,47,1,65,1,266,In relationship,PG
2109,3104,82332.0,89,830,59,968,51,79,19,2,53,0,2006,Single,PG
